INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T,OBS_VALUE__F,OBS_VALUE__M,TIME_DETAIL___T,TIME_DETAIL__F,TIME_DETAIL__M,NATURE___T,NATURE__F,NATURE__M,COMMENT_OBS___T,COMMENT_OBS__F,COMMENT_OBS__M,isLatestValue___T,isLatestValue__F,isLatestValue__M
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",170,Colombia,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,19.8,20.684,18.806,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",170,Colombia,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,20.644,21.51,19.659,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",170,Colombia,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,21.355,22.278,20.304,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",170,Colombia,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,21.783,22.802,20.628,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",170,Colombia,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,22.378,23.399,21.213,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",170,Colombia,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,22.958,23.996,21.767,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",174,Comoros,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,15.462,16.214,14.614,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",174,Comoros,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,15.672,16.436,14.822,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",174,Comoros,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,15.714,16.497,14.858,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",174,Comoros,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,15.903,16.701,15.043,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",174,Comoros,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,16.193,17.017,15.316,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",174,Comoros,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,16.373,17.221,15.477,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",175,Mayotte,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,20.09,22.366,18.167,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",175,Mayotte,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,20.934,23.149,18.966,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",175,Mayotte,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,21.745,23.923,19.76,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",175,Mayotte,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,22.534,24.691,20.55,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",175,Mayotte,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,23.319,25.374,21.371,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",175,Mayotte,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,23.329,25.374,21.371,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",178,Congo,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,14.226,15.401,12.804,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",178,Congo,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,14.274,15.247,13.054,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",178,Congo,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,14.573,15.376,13.55,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",178,Congo,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,15.037,15.733,14.156,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",178,Congo,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,15.604,16.193,14.875,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",178,Congo,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,16.369,17.161,15.441,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",180,Democratic Republic of the Congo,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,15.218,15.701,14.613,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",180,Democratic Republic of the Congo,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,15.107,15.596,14.508,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",180,Democratic Republic of the Congo,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,15.563,16.056,14.969,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",180,Democratic Republic of the Congo,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,16.17,16.669,15.581,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",180,Democratic Republic of the Congo,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,16.633,17.14,16.049,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",180,Democratic Republic of the Congo,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,17.023,17.556,16.423,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",188,Costa Rica,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,21.234,22.832,19.595,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",188,Costa Rica,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,21.954,23.286,20.549,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",188,Costa Rica,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,22.55,23.774,21.258,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",188,Costa Rica,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,23.017,24.291,21.685,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",188,Costa Rica,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,23.595,24.977,22.162,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",188,Costa Rica,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,24.17,25.651,22.639,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",191,Croatia,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1993,18.263,20.106,15.904,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",191,Croatia,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1998,19.135,21.045,16.736,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",191,Croatia,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2003,19.299,21.265,16.911,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",191,Croatia,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2008,20.0,22.161,17.451,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",191,Croatia,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2013,21.002,23.008,18.669,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",191,Croatia,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2018,21.355,23.483,18.92,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",192,Cuba,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,20.485,21.595,19.331,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",192,Cuba,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,21.141,22.275,19.936,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",192,Cuba,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,21.622,22.708,20.441,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",192,Cuba,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,22.095,23.427,20.742,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",192,Cuba,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,22.302,23.612,20.95,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",192,Cuba,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,22.445,23.767,21.064,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",196,Cyprus,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1993,20.343,21.64,18.982,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",196,Cyprus,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1998,20.687,22.047,19.259,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",196,Cyprus,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2003,21.029,22.46,19.535,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",196,Cyprus,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2008,21.369,22.878,19.807,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",196,Cyprus,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2013,22.129,23.769,20.439,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",196,Cyprus,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2018,22.76,24.327,21.125,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",203,Czechia,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1993,17.751,19.761,15.367,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",203,Czechia,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1998,18.766,20.701,16.439,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",203,Czechia,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2003,19.628,21.524,17.363,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",203,Czechia,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2008,20.641,22.546,18.407,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",203,Czechia,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2013,21.386,23.343,19.143,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",203,Czechia,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2018,22.044,23.837,20.005,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",204,Benin,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,16.842,17.392,16.118,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",204,Benin,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,16.407,16.979,15.657,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",204,Benin,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,16.45,16.957,15.78,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",204,Benin,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,16.882,17.352,16.261,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",204,Benin,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,17.073,17.555,16.454,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",204,Benin,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,17.232,17.739,16.609,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",208,Denmark,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1993,19.687,21.54,17.652,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",208,Denmark,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1998,20.131,21.81,18.258,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",208,Denmark,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2003,21.001,22.542,19.279,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",208,Denmark,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2008,21.906,23.373,20.284,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",208,Denmark,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2013,22.984,24.428,21.417,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",208,Denmark,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2018,23.356,24.813,21.821,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",214,Dominican Republic,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,18.276,19.319,17.361,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",214,Dominican Republic,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,18.934,20.047,17.932,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",214,Dominican Republic,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,19.642,20.831,18.542,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",214,Dominican Republic,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,20.403,21.676,19.193,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",214,Dominican Republic,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,21.221,22.589,19.889,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",214,Dominican Republic,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,22.101,23.577,20.634,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",218,Ecuador,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,20.194,21.078,19.276,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",218,Ecuador,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,21.248,22.319,20.142,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",218,Ecuador,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,22.008,23.159,20.815,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",218,Ecuador,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,22.357,23.516,21.143,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",218,Ecuador,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,22.707,23.774,21.573,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",218,Ecuador,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,23.225,24.4,21.985,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",222,El Salvador,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,18.386,19.515,17.176,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
